id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;beneficios;bono;bono_frecuencia;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;partidos_oficina;agenda;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;desarrollo;anecdota;influencia_rh;colegio;colegio_fundamento;comunidad;comunidades;tarea_odiosa;diversidad_sexual;discapacidad;libertad_ser;diversidad_management;contrata_senior;contrata_discapacidad;lenguaje_inclusivo;linea_segura;sufrio_acoso;machismo;modalidad;dias_teletrabajo;satisfaccion_retorno;estres;comparacion;motivo;registro_fiscal;anios_freelance;que_te_motivo_a_trabajar_por_tu_cuenta;donde_trabajas_habitualmente;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;trabajas_a_riesgo;coeficiente;base_coeficiente;garantia;servicio_principal;negociacion;valor_hora
204;2022-10-19T14:05:05Z;Hombre cis;31 - 35;Universitario completo;Administración Industrial;Universidad Pública;México;NA;Relación de Dependencia;Comercio;501 - 1.000;Multinacional;;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;;0;;25000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);No recibo bono;No recibo bono;No tuve ajustes;;NA;Si, en emprendimiento no relacionado con RRHH;Sí;No se ha definido;No;0.4;4;Sí, activamente;2;Una vez en un proceso de selección, el reclutador me pregunto que como prefería que me llamaran y me termino diciendo como se le dio la gana.;Se dice que sí, pero en la práctica no tiene un rol importante;No se;No se;No;;Facturas, cubrir recepción;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;No;No;Ni de acuerdo ni en desacuerdo;Si;Si;Si pero no es tanto;Mixto;3 días;Algo insatisfecho;9;Mismo nivel de estrés;Los tiempos irracionales de entrega;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
205;2022-10-19T14:05:37Z;Mujer cis;36 - 40;Maestría o superior completa;Psicología;Universidad Privada;Paraguay;NA;Relación de Dependencia;Otros;1.001 - 2.500;Nacional;;Gerente;Indeterminado;Full time;Generalista;4;;3;;25000000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Préstamos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;1 solo;;Marzo;No;No;No está permitido;No;0;5;No estoy buscando cambiar;5;…;Si, tiene un rol importante real;No;NA;Si;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
206;2022-10-19T15:54:42Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;0;;142000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;Si, en emprendimiento no relacionado con RRHH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
207;2022-10-19T16:14:04Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;;Gerente;Indeterminado;Full time;Reclutamiento y selección;6;;3;;630000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Gimnasio, Home office, Idiomas, Reintegros en capacitación;Dos sueldos;Semestral;1 solo;;Mayo;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
208;2022-10-19T16:29:40Z;Mujer cis;18 - 25;Universitario en curso;Psicología;Universidad Privada;Paraguay;NA;Relación de Dependencia;Comercio;1.001 - 2.500;Nacional;;Administrativo;Indeterminado;Full time;Compensaciones y beneficios;0;;0;;3500000;Comedor / Almuerzos, Gimnasio;No recibo bono;No recibo bono;No tuve ajustes;;NA;Si, en emprendimiento relacionado con RRHH;No;No está permitido;No;0;3;No,  pero escucho ofertas;3;.;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Es importante conocer este punto;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
209;2022-10-19T16:38:59Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Paraguay;NA;Relación de Dependencia;Otros;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Compensaciones y beneficios;0;;0;;5500000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);Un sueldo;Anual;1 solo;;Enero;No;Sí;No hay mundial para nosotros;No;0;2;Sí, activamente;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Nuestra ley es muy antigua y necesita actualización es por eso que se necesita de la parte técnica siempre.;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;No;No;Totalmente en desacuerdo;No;No;No es un entorno machista;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
210;2022-10-19T16:50:10Z;Mujer cis;36 - 40;Diplomado de posgrado completo;comunicacion social;Universidad Privada;Argentina;Santa Fe;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Responsable inscripto;;la libertad de horarios, no tener que soportar jefes, hacer las cosas a mi manera;Casa;Si;Payoneer;No;Si;Si;Si;No;Depende el cliente;;Remuneración mensual del ingresante;No ofrezco garantía;NA;NA;NA
211;2022-10-19T18:00:41Z;Mujer cis;41 - 45;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;2;;10;;266000;Medicina prepaga / Plan de salud, Frutas y snacks, Home office, Idiomas;No recibo bono;No recibo bono;2 ajustes;;Junio;Si, en emprendimiento no relacionado con RRHH;No;No me interesa;Si;0;5;No,  pero escucho ofertas;3;Me re contrataron en la empresa donde trabajo, luego de haberme despedido, hay 6 años.;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Solo deberian realizar entrevistas, evaluaciones, etc. quienes tienen matriculas. Al trabajar con personas, se requiere normas eticas, y eso lo regula un colegio de profesionales, ademas, al ser un trabajo que muchas veces se realiza en forma independiente, sirve para realizar aportes a una caja de jubilación.;No;;Archivar;Prefiero no responder;No tengo ninguna discapacidad;Prefiero no responder;0.1;Si;No;En desacuerdo;No;Si;Si, es muy machista;Mixto;2 días;Algo insatisfecho;1;Con menos estrés;Alguna auditoria ISO, donde no todo esta perfecto, pero trabajo en eso y generalmente no tengo estres;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
212;2022-10-19T18:33:03Z;Hombre cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;;1;;230000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Trabajo full remoto;Sí, formalmente está avalado por la empresa;Si;0.1;4;No,  pero escucho ofertas;4;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.2;No;No;En desacuerdo;Si;No;Si, es muy machista;Mixto;A elección de cada sector o empleado;Muy insatisfecho;6;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
213;2022-10-19T21:23:40Z;Mujer;41 - 45;Diplomado de posgrado completo;Psicología;Universidad Privada;Paraguay;NA;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Libertad;Casa;Si;Transferencia a tu cuenta;Si, eventualmente;Si;Si;No;Si, esporádicamente;Depende el cliente;;Remuneración mensual del ingresante;1 mes;NA;NA;NA
214;2022-10-19T21:42:57Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Servicios profesionales;101 - 250;Nacional;;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;;3;;5500000;Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Home office, Capacitaciones, reembolsos en concepto de combustibles/ traslados, reconocimiento;Un sueldo;Anual;1 solo;;Mayo;No;No;No me interesa;No;0.1;4;No,  pero escucho ofertas;4;NA;Si, tiene un rol importante real;No se;NA;Si;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.9;No se;Si;Totalmente de acuerdo;Si;No;No es un entorno machista;Mixto;A elección de cada sector o empleado;Algo insatisfecho;7;Con más estrés;Siento que me falta tiempo para todo lo que tengo que hacer!!;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
215;2022-10-19T21:58:39Z;Mujer cis;46 - 50;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;51 - 100;Multinacional;;Director;Indeterminado;Full time;Generalista;3;;2;;1650000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Tres sueldos o más;Anual;3 o más ajustes;;Noviembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
216;2022-10-19T22:13:31Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Otros;101 - 250;Nacional;;Coordinadora;Indeterminado;Full time;Gestión de expatriados;0;;0;;8000000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Comedor / Almuerzos, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;No tuve ajustes;;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
217;2022-10-19T22:39:42Z;Mujer cis;25 - 30;Universitario en curso;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;0;;5000000;No tengo beneficios adicionales;No recibo bono;No recibo bono;No tuve ajustes;;Abril;Si, en proyectos ad honorem;No;No está permitido;No;0.1;4;No,  pero escucho ofertas;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Sentido de pertenencia, compartir datos, experiencias, anular profesionales por mala Praxis;No;;Archivar;Si;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No;No;Totalmente de acuerdo;No;No;Si pero no es tanto;Presencial 100%;5 días;Algo satisfecho;7;Con menos estrés;Clientes difíciles;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
218;2022-10-19T23:09:58Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;;Gerente;Indeterminado;Full time;Generalista;19;;2;;650000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Combustible, Equipamiento ergonómico de teletrabajo, Home office, Idiomas;Dos sueldos;Mensual;3 o más ajustes;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
219;2022-10-20T06:11:52Z;Hombre cis;25 - 30;Universitario en curso;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Servicios financieros seguros;1.001 - 2.500;Nacional;;Administrativo;Indeterminado;Full time;Reclutamiento y selección;0;;1;;4300000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Idiomas, Posgrados, Préstamos;Menos de un sueldo;Anual;No tuve ajustes;;NA;Si, en proyectos ad honorem;No;No me interesa;No;0.1;4;No,  pero escucho ofertas;3;NA;Si, tiene un rol importante real;Si;Es multidisciplinar, no es solo Psicológía Laboral, no es solo Administracion, no es solo Derecho. Es todo eso y más. Por esa razón es importante, debe haber una disciplina que integre todas estas carreras enfocada a la gestión del talento y el desarrollo organizacional.;Si;;Armar presentaciones en PowerPoint;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.4;Si;No;De acuerdo;No;No;Si pero no es tanto;Presencial 100%;No aplica;Algo insatisfecho;7;Mismo nivel de estrés;Malos hábitos (sueño, vicios, expectativas poco realistas);NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
220;2022-10-20T07:12:10Z;Hombre cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;España;NA;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;;Analista;Plazo Fijo;Full time;HRIS / Administración de sistemas de RH;0;;0;;2300;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Reintegro en electricidad;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;1;4;No,  pero escucho ofertas;5;Asado de fin de año. El turno noche (22 - 06) prefirió tenerlo al finalizar el turno para no quedarse dormidos. Así que asado a las 5 am fue.;Si, tiene un rol importante real;No se;NA;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;Si;Si;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista;Remoto 100%;5 días;No aplica / Prefiero no responder;2;Con menos estrés;Incongruencia de procesos;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
221;2022-10-20T08:52:43Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;0;;280000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Agosto;No;Sí;No me interesa;No;0;4;No estoy buscando cambiar;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Creo que se deberia crear para cumplir la funcion que cumplen dichos colegios, para regular los sueldos, honorarios, realizar capacitaciones, asesoramiento, etc.;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;Si;No;Ni de acuerdo ni en desacuerdo;No;Si;Si, es muy machista;Mixto;2 días;Algo satisfecho;7;Con menos estrés;Presion por cumplir con los tiempos establecidos.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
222;2022-10-20T09:43:58Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;;0;;280000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Agosto;Si, en emprendimiento relacionado con RRHH;Trabajo full remoto;No sabría decirte;No;0;5;No estoy buscando cambiar;1;Que en una entrevista para un puesto de RRHH, me preguntaran si era de llorar y si había visto gente llorando.;Si, tiene un rol importante real;No;NA;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0;No;No;Ni de acuerdo ni en desacuerdo;No se;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
223;2022-10-20T12:04:57Z;Hombre cis;46 - 50;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Argentina;Chubut;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;51 - 100;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;;3;;570;Medicina prepaga / Plan de salud, Abono de celular, Frutas y snacks, Gimnasio, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Sí;No me interesa;No;0;4;No,  pero escucho ofertas;1;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.3;No;No;Totalmente en desacuerdo;No;Si;Si pero no es tanto;Presencial 100%;No aplica;No aplica / Prefiero no responder;6;Mismo nivel de estrés;la presión por falta de estructira;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
224;2022-10-20T12:42:52Z;Mujer cis;25 - 30;Maestría o superior en curso;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Comercio;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;1;;4260000;Posgrados, Reintegro 250.000;No recibo bono;No recibo bono;1 solo;;Agosto;No;No;No está permitido;No;0;3;No,  pero escucho ofertas;3;"Compartir espacios para que los hombres sean escuchados y que me digan ""es cosa de gay""";No tiene un rol importante en la toma de decisiones;Si;De manera a regular las prácticas del área.;Si;;Organizar eventos extras para el Directorio;No;No tengo ninguna discapacidad;En desacuerdo;0.6;No;No;Totalmente de acuerdo;Si;"Lo máximo fue ""sos lesbiana porque no te maquillas""";Si pero no es tanto;Presencial 100%;No aplica;Muy insatisfecho;6;Con menos estrés;Búsquedas que surgen, eventos extras que organizar.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
225;2022-10-20T13:16:38Z;Mujer cis;46 - 50;Maestría o superior completa;Psicología;Universidad Pública;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;La inscripción al mono tributo inicial fue por el formato propuesto por mi empleador. Luego, la decisión de emprender independiente, post maternidad, manejo de horarios , presencia en crianza, multiplicidad de desafíos, 0 rutina;Casa;No;No exporto servicios;Si, frecuentemente;Si;No;NA;NA;NA;;NA;NA;Capacitación;Si;10000
226;2022-10-20T13:29:16Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;2;;196037;Comedor / Almuerzos, Gimnasio, Idiomas, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;Si, en proyectos ad honorem;Sí;Sí, formalmente está avalado por la empresa;No;0.3;4;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.1;No;No;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Presencial 100%;No aplica;No aplica / Prefiero no responder;7;Con más estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
227;2022-10-20T14:27:06Z;Mujer cis;31 - 35;Maestría o superior completa;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Otros;1.001 - 2.500;Nacional;;Gerente;Indeterminado;Full time;Reclutamiento y selección;6;;0;;12500000;Abono de celular, Combustible, Comedor / Almuerzos;No recibo bono;No recibo bono;No tuve ajustes;;Julio;No;No;No me interesa;No;0;2;Sí, activamente;3;El conocer todo tipo de personas;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
228;2022-10-20T14:35:40Z;Mujer cis;25 - 30;Maestría o superior completa;Psicología;Universidad Pública;Paraguay;NA;Relación de Dependencia;Comercio;501 - 1.000;Nacional;;Gerente;Indeterminado;Full time;Reclutamiento y selección;2;;0;;9000000;Tarjeta de descuento, Frutas y snacks;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
229;2022-10-20T15:53:01Z;Mujer cis;36 - 40;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Nacional;;Analista de People Operations;Indeterminado;Full time;Administración de personal;0;;0;;240000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de internet, Frutas y snacks, Home office, Préstamos;Un sueldo;Semestral;1 solo;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
